b,s,temp,pH,r
2.535816401,1.002419496,30.04043849,9.430074819,0.007240867
1.034531498,4.23350702,15.62240387,10.95828056,-1.10E-06
4.555803947,4.95175129,20.67700382,10.69177085,9.43E-06
2.530186718,3.695347212,26.40519481,8.718173274,0.004591928
4.771295572,2.506608896,11.90321194,6.629544181,-0.000813216
2.702521108,2.747962291,33.08876799,7.949833869,0.328182685
4.856938499,4.903213389,18.09984962,7.988587956,-0.001066948
3.037712202,1.542874229,32.19962841,5.32980039,0.09935251
4.764410909,2.573769333,2.264833975,11.07931559,-4.11E-07
3.962758942,4.529468488,21.45470501,5.2800708,0.000661521
1.983907084,3.178477814,29.71399016,6.801006276,0.125509789
1.542821659,2.70237373,15.75063063,4.124059254,-1.65E-05
2.909240579,2.99840109,9.715765159,3.03562199,-1.03E-06
1.375969082,2.364168037,26.72586306,9.273225425,0.001152816
2.686725432,4.043756381,20.56319011,8.150436501,0.000302824
4.934104511,3.779794743,27.00075076,7.984488353,0.03057505
2.834054025,2.773724897,2.645581684,11.06450325,-2.74E-07
4.906551104,3.93444767,10.24454961,3.177891698,-2.98E-06
3.194360795,2.67059982,30.38724091,4.107304531,0.007453786
1.813122838,1.889673887,6.34476958,6.529493963,-0.000107434
1.751794937,4.015593916,38.43119053,10.26268798,0.004273113
2.504163126,4.096133437,23.6233891,9.380805121,0.000528474
2.53798907,2.88627659,21.98601588,4.886412228,0.000323137
3.066085151,3.003651838,36.3164927,8.344395022,0.245763972
4.664203628,1.929336452,30.12990974,9.802699246,0.009900652
4.497408835,3.025196019,6.534000127,10.64039249,-2.32E-06
1.913828076,1.505634592,6.102389407,11.8420101,-3.20E-09
2.411215546,4.523366805,30.44296672,3.48488585,0.001881244
2.58634462,3.373077928,25.11013603,6.264717962,0.008972194
1.893439191,4.931819551,6.738946393,2.28527485,-1.77E-08
1.023756217,3.313957542,12.87683785,10.76051331,-1.09E-06
3.284061122,3.912002746,22.99462845,2.548822905,3.57E-06
1.561497755,1.269814739,36.90920603,5.364012201,0.060487724
4.410218468,4.180152893,10.49877594,8.19000415,-0.000259958
2.044636424,1.487475054,4.092982871,3.635734108,-1.12E-06
3.675364284,1.807467286,20.20741598,7.772914007,0.000177191
2.999632221,3.774410952,23.27488611,7.50989603,0.006280104
4.903089895,1.383154059,33.38739281,2.946353519,0.002050187
3.180751089,1.177404084,29.82457673,9.968835104,0.003414122
4.21989503,2.032740114,32.03105542,10.90539885,0.002330505
4.746940653,4.890242825,20.84881383,5.822644886,0.00085656
3.553238138,1.321119674,10.89658252,10.90599615,-1.37E-06
3.838113035,1.53315217,5.65575946,3.860993497,-4.13E-06
2.408311768,2.785740856,31.12926688,2.651289645,0.000222683
2.074563345,1.952332639,24.71615994,3.644350752,9.79E-05
1.083625014,1.55938486,12.08884107,3.306173149,-9.45E-07
2.821607061,2.793657976,6.353261014,5.738992923,-7.44E-05
4.634131948,4.978823612,24.13421363,10.00195884,0.00043471
2.367706399,4.485694805,18.7119631,2.819658375,-1.29E-06
1.465901706,1.412082688,31.23972876,7.141652865,0.185824062
2.05068446,4.952720405,11.32567853,8.343565714,-0.000117627
2.903597792,1.629916094,9.860634092,3.456464942,-2.54E-06
1.996901315,4.729781066,37.29331528,7.339071912,0.510008372
3.857877862,2.636415252,34.07166224,4.733791779,0.082819028
4.300018733,4.821227561,30.62261279,11.94515088,1.33E-06
1.455353788,1.359361382,22.4011723,4.992580889,0.000215398
3.169451219,4.092248364,31.8075573,3.512389043,0.005361987
3.865687199,4.641657552,22.59713449,3.006219676,1.85E-05
3.544116492,2.655903253,8.927841671,4.667657242,-2.99E-05
1.658467739,3.243489705,4.665800582,10.50720993,-9.17E-07
4.011924292,4.616853978,34.08394388,7.77506886,0.712889587
3.636300278,3.472741526,7.422320375,9.163629728,-3.39E-05
4.117366496,3.647480181,20.66405718,11.00628477,3.39E-06
3.391922538,3.902353204,34.07267803,10.29990657,0.012857071
2.868310521,4.372800262,12.93695123,3.544305139,-6.71E-06
1.477627459,3.010697664,13.60851208,2.160442129,-1.05E-08
1.613249511,2.891112518,5.990060826,10.37788844,-1.37E-06
3.692359982,4.839531715,2.974858988,7.914741317,-0.000107163
4.328701127,4.882798,1.599630378,9.034226403,-2.43E-05
2.262768883,2.992062541,31.3275657,4.915831153,0.03475252
1.405332258,4.184199451,21.78057943,8.332138133,0.000497616
1.000949523,2.515230866,8.4443339,11.66470023,-1.50E-08
2.403128304,3.495145165,13.29693021,8.235961116,-0.000207485
3.227462899,4.97705727,29.77488939,2.681406761,0.000170732
4.750509864,4.017194239,26.48870142,5.534170564,0.012793468
2.603969817,3.126771872,31.41468233,9.155571384,0.03799679
2.10522583,2.856518789,24.20413628,6.503990183,0.006273031
1.10845562,3.781157212,16.5522708,7.303906589,-0.000486621
3.567395976,3.372973422,23.3227714,2.673454151,7.41E-06
2.918576528,1.899929758,11.60568164,8.406593286,-0.000127392
2.436782069,1.420310984,20.63300406,8.156915033,0.000227526
4.924781951,3.568200082,23.49770235,7.128450126,0.01688668
1.535990891,2.667586809,20.78885333,6.22286032,0.000360411
1.292380121,3.389517825,37.43604555,11.56560645,8.17E-05
3.406013358,2.2532428,5.970559946,4.878231741,-2.46E-05
3.163455259,4.854578412,26.9028114,3.768157263,0.000635172
1.237257328,1.688929275,17.99944219,8.236875136,-0.000153254
4.126252467,3.216293971,14.30953885,9.435124418,-7.66E-05
4.118603156,1.562757068,4.755778975,11.76384277,-1.41E-08
4.618762341,4.830461347,35.00543693,7.808300857,0.798775061
2.712873874,4.322879422,7.09919664,9.782499084,-9.26E-06
3.772992045,1.654139836,25.00913272,6.530380832,0.013647555
3.749618189,3.94970673,4.81049064,10.17793498,-4.40E-06
2.33993955,4.552953812,18.98370197,2.562125722,-4.09E-07
1.786759374,1.335430777,8.727871968,8.978531308,-1.96E-05
4.443359335,3.318505594,36.34174354,4.780457372,0.107273688
1.70271451,4.627782872,23.53195723,7.382198453,0.004779892
2.043785432,1.845239565,38.29126325,6.484235045,0.242882429
1.354890477,3.667645526,31.85699142,7.882288938,0.136943493
1.699393631,2.674026925,5.099969235,2.899166758,-1.99E-07
1.99642227,4.966988149,4.418245627,3.510014145,-1.21E-06
3.31961802,4.357400031,31.254986,5.924882123,0.206706332
3.339532694,4.65693174,5.781912429,6.356560883,-0.000190177
1.991253914,1.296935742,13.58049101,5.488628889,-9.20E-05
2.709944204,3.596454408,12.36113724,3.610484911,-6.36E-06
1.953638457,4.810867053,29.17650818,6.466816359,0.068249205
2.242964626,2.706322383,14.70340339,7.030381602,-0.000908387
4.319043895,1.405729809,14.49783998,11.25368106,-1.07E-06
2.799821394,1.232636258,10.98319123,8.472315624,-8.52E-05
1.676789025,1.621650215,37.35893605,10.37421466,0.003674846
3.699540262,3.206472703,23.96910425,7.671615603,0.008443372
1.090142725,1.087932005,34.94187389,8.398015283,0.057486865
2.723225712,3.756463247,24.94822703,2.295499806,1.55E-06
1.929430954,4.780528218,6.806873268,8.985965376,-2.28E-05
1.815552376,4.480540003,10.57130473,8.753934853,-5.23E-05
3.818386432,3.777484172,11.23640603,4.845033816,-6.65E-05
4.817555313,3.089897246,28.87712636,7.142356888,0.195905801
2.771943949,2.311900698,18.39515638,2.660734278,-7.96E-07
1.944300727,3.034038767,32.53858757,11.84810181,1.10E-05
1.144674364,3.808502816,21.65716937,2.063611191,4.73E-09
4.330861242,3.6605634,35.74633875,3.208798691,0.005266343
2.775472062,3.420518851,25.50925715,5.683326237,0.005665511
2.459576897,1.999147148,1.806390494,2.992331146,-2.31E-07
2.133646438,2.867390028,12.28875837,6.195225784,-0.000248035
1.976007175,2.550745876,28.41707086,7.040948448,0.065406106
3.514977874,1.619186396,23.06247787,9.282228994,0.000516822
4.693291528,4.190733589,28.66728618,9.543646108,0.00799158
1.115929763,1.659379076,36.3794584,7.754370516,0.151961886
4.751247867,2.648213622,38.64332104,10.05354205,0.014259333
1.658202943,4.327578309,7.949612703,7.840156521,-0.000101147
3.147858409,3.154303907,25.74109652,10.29257696,0.000301094
2.012349584,2.806020757,11.94352777,2.297090649,-4.12E-08
2.292556757,4.906028975,7.499915948,6.270244122,-0.000152149
3.050639592,1.691461356,10.18565972,11.69908534,-4.10E-08
4.92756619,2.453085752,5.609625605,7.315395701,-0.000338803
2.811277591,4.921769812,38.64616953,5.487961358,0.108127376
3.063544828,1.171507004,19.41380299,4.081837309,-1.29E-05
2.912528732,3.414817489,39.04737814,4.926901513,0.038272947
2.524737185,2.668609228,29.87812317,9.269540953,0.012218718
1.834649795,3.731419766,32.80416564,11.07290735,0.000909925
3.456355368,3.603162055,13.75422063,11.4785712,-3.95E-07
1.012467295,1.189897334,15.46715561,6.256044473,-0.000160934
3.572784817,3.717167253,29.90995332,2.530158674,0.000101612
3.948839602,2.583825683,9.175837489,10.84922714,-1.70E-06
4.058957235,3.557227846,28.15908238,7.705181402,0.062143609
2.760321564,4.692308323,26.98485538,2.110862376,4.76E-07
3.535669404,2.122046196,22.97347254,3.426295854,4.97E-05
2.439801932,4.848904244,39.77801399,9.873061295,0.006085659
1.131068869,2.805177088,2.853520609,10.03982637,-1.25E-06
3.956514948,1.9862236,5.554524861,8.199556125,-9.12E-05
4.100578921,2.628974548,36.81990584,7.666060654,0.692155559
4.72633245,4.387117608,1.164002309,4.087854524,-5.94E-06
1.90494139,4.498232928,19.8521376,4.699233503,-9.82E-06
4.135663303,3.864257425,25.41870247,3.347637416,0.000162357
3.749747018,4.220905677,3.165898331,10.44065957,-2.09E-06
1.960994808,3.124939181,15.11692321,9.177568044,-6.21E-05
3.171751858,1.346774281,7.658448058,2.621475141,-1.54E-07
3.840128461,2.694993978,36.12775707,5.459791701,0.233313023
1.61145798,2.707116434,14.87166579,7.688331202,-0.00033202
2.298381164,2.375255266,39.08289583,2.519342233,0.00010114
2.912419929,2.01297145,11.3118691,4.889722642,-4.64E-05
3.150896225,1.006286201,6.238140407,2.813597996,-2.24E-07
3.225382318,4.007813031,25.81205914,9.17280028,0.00236947
4.237164862,3.864346299,36.99645553,3.917040503,0.02292935
1.212890422,2.729776893,25.45974986,10.7978666,3.11E-05
2.01420641,1.380245753,34.84161253,8.014449887,0.190964557
1.716879564,1.446335635,11.90046356,8.655218581,-5.11E-05
3.677275524,3.006848478,8.527906228,9.589982813,-1.99E-05
4.851334543,3.889211613,33.64706981,9.640521636,0.061707698
2.330494877,2.760325252,39.8515952,8.485259536,0.040977941
3.814317243,1.947822987,28.41935587,6.239753869,0.053476856
1.438017131,2.575227265,13.31729169,8.056028302,-0.000144197
4.4476127,4.911993846,34.80356794,3.124310083,0.004585177
1.42736391,3.205483916,36.90215487,9.766408542,0.013379144
2.264348475,3.834601084,13.24602663,4.6899826,-4.41E-05
1.311957597,1.81707772,23.71733419,7.154125011,0.003982336
3.670849397,1.891105639,22.0389788,4.052824174,0.000107792
2.218107911,1.678355984,27.17041055,7.605178913,0.018369664
1.358800869,2.868895175,27.28149631,3.233092687,8.82E-05
1.153785837,2.119175674,38.03069682,5.774553517,0.069525565
4.293139355,1.953646946,24.39846078,9.028268152,0.00177259
1.766064489,1.786423,21.16793022,2.347682061,1.52E-07
2.359487666,3.71442957,10.5767166,5.658265204,-0.000113524
1.615332781,4.87979129,5.874192231,7.361179914,-0.000128114
1.91294458,3.706761176,8.615501491,10.72855627,-1.13E-06
3.818786252,1.552280505,28.81879763,8.047109928,0.043907557
4.988580955,4.313369133,27.31832749,7.912534807,0.040397421
3.233892429,2.838034938,23.47163967,9.858506028,0.000263228
3.432887387,3.823717237,18.61606043,9.114915186,-0.000141703
1.256817161,1.276899522,24.14228089,11.47653145,1.42E-06
4.27107076,4.407804218,25.62606008,10.55785392,0.000234716
2.221427592,1.870153806,13.77035292,7.425936493,-0.00045048
4.7221141,1.937707942,20.57878519,10.75695389,5.52E-06
3.605279461,3.839726735,36.2085561,7.390426664,0.943339461
4.973449554,4.410175058,23.31403591,6.712360291,0.013891407
2.873761272,2.858411914,35.36822879,8.913285165,0.106852506
1.764200814,1.784233283,1.562413594,2.98322498,-1.51E-07
1.926642251,2.123310595,8.035362709,2.520651455,-7.45E-08
2.658950107,3.484261109,26.16615928,11.5942794,5.29E-06
1.22068009,3.431929811,26.63521361,5.193279971,0.002144105
2.062993314,4.751976449,29.55680582,10.44259344,0.001115974
1.723425146,4.832369049,27.07449055,8.890702799,0.003546424
3.345290768,1.392439964,7.52072797,9.052681088,-2.80E-05
4.145172166,3.2010544,34.6170282,4.345795106,0.050173043
3.364887686,2.342157471,18.86658029,11.97262477,-7.55E-10
3.4749126,2.836886217,25.01884974,10.11192212,0.000340449
1.948585498,2.53406165,19.47477811,4.361602815,-1.62E-05
1.210126335,1.486108451,27.681179,2.023015221,8.46E-09
4.929701037,4.074574423,18.39756737,4.700001429,-0.000165779
3.103835067,3.720511135,17.88639665,4.165234064,-4.55E-05
3.891243101,3.715811245,32.04778635,9.530328848,0.043389828
2.430149202,1.657737392,33.78653229,8.5532027,0.123757945
2.230457638,4.419674883,29.79306454,2.590001171,8.02E-05
1.282513112,4.300990999,34.95150334,7.211983921,0.419031531
3.770053056,2.578155244,30.96581725,10.50100006,0.003627689
3.560843968,4.324875851,15.41141487,7.641680513,-0.000942004
2.192167774,4.640486004,17.37604498,4.831130777,-0.000100556
4.98260005,1.49528213,25.70329279,2.456813682,8.30E-06
2.933297965,3.320013,36.44667704,10.4646475,0.007424438
4.785226527,3.116639231,5.125533974,7.766597799,-0.000199235
4.077821842,4.889826996,7.641644083,10.72945742,-2.19E-06
4.417451569,3.576097985,20.86169533,10.51369533,1.72E-05
2.171199109,2.565644654,34.94723441,7.993962421,0.261816104
1.750616027,2.863813969,10.75083386,10.02477675,-6.15E-06
2.786675435,3.355591993,31.6330048,7.988528821,0.220434105
2.141832436,4.151864363,30.07395316,10.8974773,0.000511431
2.38706004,3.648454138,26.69653631,3.778984935,0.000420447
3.492674214,4.924176888,18.27067167,2.67423884,-1.29E-06
3.97783336,4.541399643,35.4668947,6.437818838,0.900139869
2.522643873,4.345462756,39.10595943,2.042213422,5.23E-07
3.916994902,2.452685302,31.68143951,3.368884239,0.003986523
3.869373268,4.043276403,21.4888945,10.51788186,2.95E-05
4.997970967,2.007996525,38.24282733,5.138640759,0.116115213
3.364215891,4.30554089,26.87530508,11.85346018,9.82E-07
3.957222051,3.891366272,8.43149778,7.164416618,-0.000534284
1.869176382,3.947842976,16.38822914,6.66396314,-0.000784479
4.430125957,1.947843156,29.28610687,2.570258008,8.74E-05
2.421542799,2.428034073,34.97113274,7.729846236,0.391979258
1.885032645,2.769508863,10.32572246,9.873624035,-8.09E-06
1.865802036,3.789044385,12.61976853,8.418504714,-0.000115255
2.864769957,4.670562302,21.83270948,6.400778112,0.002582795
2.66976589,4.336771193,2.069065487,5.686777485,-4.16E-05
4.637149376,1.746982252,28.23569904,7.774993529,0.055640957
2.052801194,2.166627244,21.47194985,4.249857683,5.94E-05
1.389377854,1.932816256,8.72649162,4.259486298,-5.26E-06
4.005847219,4.604977218,5.163970141,3.054440418,-8.49E-07
1.924445464,2.611300732,38.48741888,7.463191015,0.246395916
3.511047068,1.789634326,4.940042366,3.71834891,-2.74E-06
1.433603762,4.409749526,13.68011758,2.121732835,-6.21E-09
4.031448898,2.562201395,17.91130912,4.057917284,-4.44E-05
4.724482906,4.788063037,14.88731887,5.087746599,-0.000231934
3.487473359,3.244009957,33.48373713,7.594661257,0.691728546
3.575211596,2.513186399,34.87030875,6.074607887,0.465222965
1.907132822,1.55358725,6.579870273,9.587527056,-6.32E-06
2.990680058,2.979872481,19.96540155,9.407999048,-2.88E-06
1.731580086,4.884342791,27.44918186,8.798901802,0.00489059
4.98184659,4.642098697,6.900991554,7.935648658,-0.000236218
1.247991741,1.801070369,10.7723047,11.07779115,-3.22E-07
1.533536325,1.667906259,35.80042378,5.924782829,0.145306564
1.432453227,4.693640236,20.88381711,5.882643781,0.000289785
4.040216942,4.64982405,13.77421547,7.243671678,-0.001257719
4.83254673,1.430882194,20.47791329,10.51676936,7.21E-06
1.713146223,2.585204226,39.57940422,8.520509476,0.033287628
2.137517715,3.140538813,21.76270329,5.616291582,0.000657231
2.803780661,2.059015158,3.481778995,5.36807721,-2.84E-05
2.79756236,1.821914941,29.81162626,8.597347333,0.030369738
1.359115257,3.181388877,28.34951981,3.935885037,0.00072926
2.694961798,4.036095312,33.82691667,11.9491768,1.93E-06
4.464609654,2.44488823,27.25416843,2.641043179,4.24E-05
2.259262506,1.362524256,10.76009963,7.441111937,-0.000237731
3.452471549,3.129136039,23.15195154,6.697457265,0.008193558
3.318078497,4.054585683,23.88977127,7.476322361,0.009577922
2.077351232,4.775582741,25.21485018,5.594305179,0.00356298
2.082794614,4.119048568,36.08023278,5.025454834,0.07649985
1.70401154,4.462058451,16.55133982,5.033931313,-9.83E-05
4.205827436,2.166205168,19.91065402,7.169890456,-0.000166184
1.962534454,1.262496521,16.2364195,6.362441635,-0.000405747
3.224995802,2.976635085,37.91802245,3.531166147,0.005908228
2.213370436,2.971275749,35.31938591,9.798436523,0.02051337
4.372351149,1.854775264,29.47133995,5.684351314,0.056296471
4.529537353,4.764989944,36.6921692,9.847344504,0.0408556
4.107007119,2.926263862,3.600921072,11.3534445,-1.65E-07
1.795256746,3.882592516,2.122907632,9.819303649,-2.92E-06
4.44651972,1.901310507,26.194486,3.889659793,0.000645299
4.172032218,1.787080194,15.88172258,5.963048226,-0.000590749
4.986696231,3.221439223,6.171961243,4.188585242,-1.33E-05
3.607009149,4.114305518,36.9579775,10.59695402,0.006742575
1.322322341,1.051695688,11.84170225,7.465328396,-0.000144315
3.709636338,1.32796208,28.18059877,6.56240802,0.056573927
3.532761905,4.811658734,34.22855855,2.616352558,0.000674575
2.130351353,3.670753987,29.96382236,8.055710461,0.061713616
4.937120033,1.577430446,38.87964143,9.039209996,0.059249993
3.194415107,3.335638381,22.09189065,6.010885321,0.002027056
4.985498969,2.117035283,38.4352019,6.520236708,0.60381939
1.895595951,4.861822071,22.70727971,10.75297825,1.85E-05
4.186002173,4.543484381,11.1319306,6.738520723,-0.000806595
1.919456559,3.882658564,21.68667675,5.340465153,0.000406082
3.53109881,2.89876594,6.600291186,2.630132664,-1.97E-07
4.959550014,4.442183683,36.82487762,4.099840993,0.03962842
3.563223268,1.025306371,11.31209788,10.94068324,-1.19E-06
1.02747291,1.545746515,4.140966919,8.175581539,-1.85E-05
1.028665617,2.981242911,17.44985737,7.570945897,-0.000341222
3.955358941,1.247370184,38.84487854,8.474523826,0.096086206
2.597956615,2.85436114,26.40373886,10.40330377,0.0002583
4.21721327,4.056167542,30.56331761,4.6348689,0.029325382
3.59329819,1.990669912,13.98279838,6.539970865,-0.000744797
4.845699729,4.33621585,32.04176164,2.953037735,0.002164123
2.93387876,4.155107574,32.91912893,8.609083476,0.165554547
2.863158294,1.529307571,11.52371123,10.5064894,-3.49E-06
2.766997269,4.033995237,18.84451176,9.154917143,-9.87E-05
4.176207196,4.978081434,23.50744076,9.724851058,0.000491776
2.510701573,2.07940351,36.96108687,8.522060751,0.135798935
3.66807933,2.574583899,28.04812715,10.20081105,0.001213523
3.04816148,2.964824576,14.25375037,5.382288037,-0.000182349
4.900042501,3.860910899,10.22159201,3.326480095,-4.29E-06
4.30083717,3.680599895,29.20063395,2.808493528,0.000242289
2.308107759,3.163741994,5.079984374,3.106334134,-5.17E-07
3.09210682,4.602723608,18.85841094,7.503863583,-0.000939347
4.842035369,4.430550364,8.64070263,5.65357465,-0.000176907
2.470733922,1.190540481,29.05863692,7.228480863,0.073407699
3.469353322,3.446312304,18.56210995,8.701343723,-0.000257606
3.116871543,1.429493867,22.92931444,4.447072574,0.00026565
3.211025493,1.776239876,28.22512231,8.549516125,0.014732853
1.149835986,2.310582316,18.38757665,4.008395189,-1.04E-05
4.23552603,2.319880522,38.02742708,9.571261089,0.038047424
1.900783066,3.605966212,37.86844642,7.340063194,0.39113901
1.827986801,3.61482109,29.70883601,7.702607264,0.068573833
1.024376175,4.69794169,38.72087896,7.724193087,0.099203104
1.939703363,3.254092716,37.28896716,9.05315555,0.053454688
2.019241045,1.220680078,35.08365915,10.73933737,0.001963206
3.154599122,4.51457581,20.17738145,5.534433918,7.00E-05
3.753321048,4.04236495,10.36605968,7.26121576,-0.000624141
1.308257088,3.787301481,11.776229,10.68474145,-1.44E-06
2.587477082,1.444672426,33.30816918,2.074795068,2.94E-06
2.526258502,2.522963265,26.74991855,11.00976602,6.30E-05
2.886937187,3.932275312,38.48482929,8.583115934,0.105050352
3.236089847,4.480166896,33.60073944,6.447634248,0.724762374
3.68881653,3.201941075,28.09368181,5.207607941,0.013484723
4.64837124,4.629918413,22.8072001,2.957527856,2.14E-05
4.288464534,1.905228092,4.759362181,5.797080049,-8.72E-05
2.011579309,3.988521414,12.57712038,2.520659646,-1.90E-07
2.837238808,4.94806881,8.520027927,6.603186162,-0.000317628
2.846020874,3.310397686,9.591187374,9.667179697,-1.63E-05
3.213152772,2.706671014,38.31332103,4.932999865,0.058772958
2.485164833,1.04289051,30.1619786,4.418895854,0.006089436
2.141428027,2.876848588,6.357486254,11.0360588,-3.71E-07
3.860419664,2.62225703,38.49250164,7.182614151,0.665333351
2.431263336,1.048687641,10.89223879,10.10497496,-5.18E-06
4.348485013,3.164486837,13.02713577,7.820235456,-0.000578751
3.966934957,1.704725722,27.2911201,5.981846255,0.02168511
3.511958926,2.604125135,36.48308467,5.122072698,0.130792952
4.232803676,1.264774101,6.16915022,11.33709931,-1.91E-07
3.769924872,2.401005331,25.41822717,10.59794629,0.00014954
1.81419236,1.78970096,20.54462727,9.325799033,3.08E-05
3.36483248,2.035426331,1.716451264,8.120651217,-5.28E-05
2.698952074,2.713902915,17.01363422,3.687075239,-1.46E-05
1.412022406,3.969042716,8.543651678,2.517187957,-6.80E-08
4.786027231,2.271170523,37.15437687,5.808181792,0.394550242
1.768353146,4.498897897,12.07077872,8.862855345,-5.62E-05
4.144147654,4.653915443,23.13665973,3.89186525,0.000202956
3.265155994,1.798672437,8.498566676,8.741383804,-5.44E-05
1.621946459,1.892213769,1.282558044,4.471766273,-3.22E-06
3.221225951,2.127314934,37.8716748,5.882484725,0.235798344
3.994246154,1.979610543,27.09037426,9.305140751,0.003585111
4.783677056,4.35632724,11.89595063,3.906208347,-1.96E-05
3.671904202,4.368686179,6.959204918,3.416654567,-2.49E-06
1.824830595,3.444775422,2.788424234,11.31097951,-8.13E-08
1.170455859,4.74192435,11.74111017,8.710567962,-4.39E-05
3.602090012,1.222617967,19.51855418,5.064672887,-6.36E-05
1.830944538,2.758341222,37.4948438,9.780556215,0.014389617
1.559589773,1.182879328,26.03446381,7.214680519,0.010027922
1.629549953,2.588608673,30.55859228,9.518404934,0.007943424
2.952199881,4.468119494,8.605391729,2.256999408,-2.81E-08
3.652520065,4.417015799,28.59868658,9.426845519,0.007305203
2.635262231,2.738315569,1.451239887,6.319269517,-7.37E-05
3.983451894,2.155281005,3.328926898,11.35629496,-1.40E-07
4.803656991,4.892629882,31.50062712,5.991032687,0.375085376
1.651140246,3.311955079,20.63620861,3.007811467,1.32E-06
3.415967397,4.764993678,19.25979981,2.48055122,-3.25E-07
3.167734629,2.492258382,30.15034751,11.96382063,2.71E-07
1.292975956,4.354753004,30.1939356,8.316561854,0.03219997
2.221026603,1.30545733,11.4087613,3.468752608,-2.35E-06
3.960806957,1.480267334,13.26229984,6.545224634,-0.000651656
4.211869967,4.523126035,17.49945715,3.265604036,-1.00E-05
1.219545154,3.661005298,18.22678436,7.446703467,-0.000462028
3.518115218,2.733232348,11.91655194,3.44559481,-4.97E-06
3.01221409,2.570256801,27.31959963,4.723915729,0.003430359
4.358382494,3.610561684,1.364996227,5.75267216,-6.54E-05
1.243517631,2.343978365,24.14556583,5.99686549,0.001908323
2.741417016,4.454451582,30.00553557,4.432123046,0.009989962
4.467214072,1.037895394,18.69140663,5.254318951,-0.000195788
2.372876013,3.228257906,28.0479575,3.424971536,0.000373813
2.549609281,1.808929998,19.75134971,10.47439008,-1.98E-06
4.80438308,1.490152815,5.113908749,6.225448077,-0.000156421
1.340753172,2.889503294,20.64634447,11.84042025,1.17E-08
1.683445895,1.299021455,28.64721124,2.212364255,1.92E-06
3.955005026,4.100348951,34.30726305,4.892072838,0.119980359
2.798672102,3.477988313,33.06699754,5.909645657,0.302910314
4.892631816,2.321492886,1.919595588,4.18096965,-6.82E-06
4.500748491,4.265995516,29.49738899,11.84919938,5.73E-06
4.499753784,1.070607539,10.55854075,2.804210256,-6.12E-07
3.380000827,2.853937874,18.15218644,5.686670484,-0.000439633
2.363053757,1.882840794,7.326004122,11.16786697,-2.72E-07
3.361883856,2.65627417,6.022897193,10.29617463,-3.34E-06
3.374976745,2.317943474,29.71470324,5.022688456,0.021999419
2.208018701,1.530511851,25.47860533,2.356123265,1.86E-06
1.928996677,1.773387929,36.93385329,8.995536623,0.051390921
2.368274815,3.701262078,10.19102855,10.90750422,-1.12E-06
4.922617182,4.589993859,33.72800461,9.318266621,0.109376799
1.674192464,3.770524522,31.40017378,4.496822607,0.014681408
1.182940643,3.963214474,33.0910627,9.928758025,0.008687777
3.589810765,2.955197885,10.16102551,9.991523768,-1.23E-05
4.969265944,4.77521211,21.71246117,2.339417031,8.35E-07
4.767224037,2.766061007,34.43649039,11.04749426,0.002655899
3.476425836,2.494462698,2.244064619,9.024410818,-1.84E-05
3.377885475,2.408690004,6.320093408,6.044563621,-0.000123798
3.842223126,2.783205986,13.07526681,2.875153608,-1.44E-06
4.790517854,3.671023387,12.8325514,7.417955612,-0.001001615
4.850542851,2.291732231,29.33585298,3.206948926,0.000846919
3.015613231,3.864796331,20.86836978,11.07676713,2.77E-06
4.568915489,1.294992814,39.14031457,7.88439074,0.199364405
4.006840185,4.057651926,26.97671591,10.57978552,0.000381321
3.811873818,3.007558429,11.61983776,8.812733114,-0.000110478
2.490638455,2.268986217,12.52371375,11.52300473,-1.63E-07
4.404114449,2.292044401,32.86334141,5.409830986,0.218114577
3.388313976,2.144380333,5.016330507,3.317544418,-1.16E-06
2.146409066,1.951917904,14.30719083,2.551934944,-2.64E-07
2.668732707,3.348768927,3.697598315,11.02959403,-3.43E-07
2.856130125,1.576800678,38.68662503,10.576376,0.002377198
1.688248115,4.019364493,36.44960132,11.72282947,4.45E-05
2.724066123,4.970075939,7.586036187,9.472489201,-1.72E-05
1.003449793,4.870670247,10.44440858,2.487857662,-5.85E-08
3.588760531,2.438465763,17.19402717,2.079548457,-9.31E-09
1.29251517,3.060813134,28.27709028,9.52105234,0.001717979
1.287062421,2.750222576,17.49909986,3.637884974,-6.42E-06
1.809090048,1.840217653,35.05367973,4.056874589,0.011198581
3.867429316,2.835686964,11.27834122,8.905497219,-9.14E-05
4.550541466,1.535952723,21.03780064,8.165799299,0.000769987
4.268248362,1.220667494,35.83400148,9.709557302,0.033836173
3.514680702,2.981432992,13.87370923,2.29099257,-9.77E-08
4.492019922,2.408908419,38.88466397,11.71297491,5.40E-05
3.594773177,1.382204623,12.53493144,9.660223814,-2.56E-05
3.312435451,4.64403309,8.433683247,4.31455557,-1.65E-05
1.565387483,1.092880703,17.59326135,2.03893617,-6.94E-10
3.868743043,2.013294008,1.657753238,6.87792037,-0.000184811
2.39578256,1.662840564,37.60567462,8.571428747,0.097934215
2.447516654,1.018917245,31.59596141,5.10500441,0.038071834
3.581388522,3.97807422,30.35826376,8.038379303,0.136807875
1.623184548,4.004961568,35.24418628,10.18556599,0.00782121
4.108497957,3.515371337,38.76399962,10.88142343,0.001950361
2.924874932,1.521338444,25.72369567,2.795158791,2.07E-05
4.611433857,2.468785413,32.18534571,11.25172835,0.000964782
2.750130374,4.179401385,27.35751206,8.613173412,0.009307375
